STATION,LOCAL_NUM,RIVER,LOCATION,EASTING,NORTHING,NGR,SQ_KM,HA,OPERATOR,OPENED,CLOSED,ALTITUDE,TYPE,BF_FLOW,SF_FLOW,SENSITIVITY,NHMP,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,FAR,FEH_POOLING,FEH_QMED,FEH_NEITHER,START_YEAR,END_YEAR,GDF_COMPLETENESS,MEAN_FLOW,MIN_FLOW,MAX_FLOW,Q95,Q70,Q50,Q10,BASE_FLOW_INDEX,SAAR6190,SAAR4170,PROPWET,SMDBAR,BFIHOST,FARL,HIGH_PERM_BED,MOD_PERM_BED,LOW_PERM_BED,HIGH_PERM_SUP,LOW_PERM_SUP,MIXED_PERM_SUP,MIN_ALT,ALT_10_PERCENTILE,ALT_50_PERCENTILE,ALT_90_PERCENTILE,MAX_ALT,WOODLAND,ARABLE_HORT,GRASS,MOUNTAIN_HEATH_BOG,URBAN,DPSBAR,QMED
10002,234249,Ugie,Inverugie,410100,848500,NK101134,325,10,SEPA-NE,01/01/1971,,8.5,VA,100,,6,NO,YES,YES,N,YES,YES,NO,1971,2014,100,4.913,0.742,94.41,1.174,2.317,3.444,9.601,0.63,812,876,0.4,,0.522,0.984,0,2.44145,97.55855,5.2951,9.558393,84.535424,8.5,38.5,83.9,139.9,233.7,11.33122,43.96789,34.629991,8.39921,0.004,42.3,45.871
10003,234210,Ythan,Ellon,394700,830400,NJ946843,523,10,SEPA-NE,01/01/1983,,3.8,VA,80,,7.1,YES,YES,YES,N,YES,YES,NO,1983,2014,100,8.209,0.935,90.65,1.939,4.101,6.083,16.15,0.73,826,858,0.42,,0.62,0.993,0,6.48368,93.51632,3.20826,0.275415,92.796294,3.8,53.9,105.8,160.3,380.4,6.8633,57.77474,32.123648,1.91203,0.002,55.1,57.695
11001,234292,Don,Parkhill,388800,814200,NJ887714,1273,11,SEPA-NE,01/01/1969,,32.4,VA,300,,6.8,NO,YES,YES,N,YES,YES,NO,1969,2014,100,21.149,3.553,327.5,5.55,10.78,15.7,41.03,0.68,885,964,0.52,,0.584,0.996,0.272483,1.696776,98.030741,4.075426,3.264436,78.218004,32.4,89.4,220.1,507.5,873.9,15.85954,29.65948,28.866433,24.017492,0.004,111.3,136.246
11002,234235,Don,Haughton,375700,820200,NJ756772,787,11,SEPA-NE,01/01/1969,,55,VA,250,,4.7,YES,YES,YES,N,YES,YES,NO,1969,2014,100,14.54,2.43,195.2,4.106,7.507,10.75,27.79,0.67,918,1026,0.55,,0.573,0.997,0,2.717449,97.282551,3.387898,4.736449,71.31066,55,125.9,312.6,563.3,873.9,18.90275,18.61827,25.786012,35.661743,0.002,137.8,113.041
11003,234170,Don,Bridge of Alford,356800,817100,NJ568181,499,11,SEPA-NE,01/01/1973,,133.2,VA,240,,6,NO,YES,YES,N,YES,YES,NO,1973,2014,100,10.322,1.757,167.5,3.186,5.608,7.815,18.79,0.67,968,1081,0.56,,0.565,0.996,0,4.22736,95.77264,1.515242,7.157805,63.973155,133.2,231.1,394.1,604,873.9,15.63391,10.68425,24.794669,48.001602,0,161.1,99.286
11004,234293,Urie,Pitcaple,372100,826000,NJ721042,198,11,SEPA-NE,01/01/1984,,67.4,VA,30,,12.2,NO,YES,YES,N,YES,YES,NO,1984,2014,96.31,3.351,0.608,43.99,0.875,1.785,2.53,6.228,0.74,870,884,0.53,,0.562,0.996,0,0,100,0,0.394696,91.491941,67.4,120.5,195.8,314.2,523.7,13.26925,42.83139,35.076293,7.893218,0.003,88.4,21.421
11005,,Don,Mill of Newe,337000,812100,NJ370271,187,11,SEPA-NE,11/01/1989,09/06/1994,267,MIS,,,13.9,NO,YES,NO,N,NO,NO,NO,1989,1994,100,4.004,0.57,38.61,1.356,2.265,3.019,7.353,0.67,1062,1169,0.63,,0.46,0.996,0,0,100,0.500281,15.478574,36.809127,267,365.2,513.7,673.1,827.4,14.78738,0.176594,14.880369,69.417338,0,191,
11006,234191,Don,Culfork,333000,810500,NJ329851,103.4,11,SEPA-NE,01/01/1997,,301,VA,,,10,NO,YES,NO,N,NO,NO,NO,1997,2014,80.87,2.853,0.673,61.51,0.944,1.485,1.978,4.973,0.6,1066,1155,0.63,,0.44,0.997,0,0,100,0,13.922252,41.578609,301,400.4,530.6,679.2,827.4,10.14244,0,12.925876,76.556758,0,183,
12001,234333,Dee,Woodend,363500,795600,NO634829,1370,12,SEPA-NE,01/01/1929,,70.5,VA,1000,,5.1,YES,YES,YES,N,YES,YES,NO,1929,2014,100,37.234,3.536,648.5,8.269,18.49,26.56,74.32,0.53,1109,1194,0.62,,0.506,0.976,0,0,94.129725,4.173284,10.057791,49.446027,70.5,192.6,508.1,815,1308.9,13.09824,3.548632,12.0821,70.062628,0.001,185.7,436.809
12002,234291,Dee,Park,379700,798300,NO797399,1844,12,SEPA-NE,01/01/1973,,22.6,VA,1100,,5.5,YES,YES,YES,PN,YES,YES,NO,1972,2014,100,47.269,3.664,744.3,8.777,22.44,33.95,95.81,0.53,1081,1163,0.58,,0.507,0.98,0,0,95.035455,4.928292,11.74395,55.316102,22.6,138.7,434.2,765.5,1308.9,16.22933,5.762973,13.822134,62.95744,0.002,169.4,556.402
12003,234294,Dee,Polhollick,334400,796500,NO343959,690,12,SEPA-NE,01/01/1975,,216.7,VA,600,,7.3,NO,YES,YES,N,YES,YES,NO,1975,2014,100,23.436,2.095,321.3,4.735,10.73,16.15,47.96,0.49,1233,1345,0.68,,0.459,0.986,0,0,94.843148,3.016923,11.573819,39.06566,216.7,376.2,603.5,889.1,1308.9,7.9481,0.092837,6.8907,84.231809,0,219.6,301.394
12004,234265,Girnock Burn,Littlemill,332200,795500,NO322489,30.3,12,SEPA-NE,01/07/1969,01/01/2012,245.4,VA,40,,42,NO,YES,NO,N,NO,NO,NO,1969,2011,99.57,0.529,0.005,28.17,0.044,0.155,0.28,1.126,0.38,935,1103,0.68,,0.47,1,0,0,99.999999,0,9.208816,61.100293,245.4,313.2,403.6,508.2,855.3,8.08464,0.109594,7.604106,83.94026,0,162,
12005,234247,Muick,Invermuick,336400,794800,NO364239,110,12,SEPA-NE,01/01/1976,,200.7,VA,60,,11,NO,YES,YES,N,YES,YES,NO,1976,2014,100,3.814,0.293,87.92,0.632,1.742,2.581,7.761,0.5,1237,1339,0.68,,0.512,0.896,0,0,100,0,21.962478,37.706668,200.7,364.2,616.1,849.9,1149,8.442653,0.358825,7.725004,81.076054,0,188.6,70.311
12006,234243,Gairn,Invergairn,335200,797100,NO352319,150,12,SEPA-NE,01/01/1978,,217.7,VA,60,,8.9,NO,YES,YES,N,YES,YES,NO,1978,2014,100,3.868,0.451,59.3,0.85,1.923,2.776,7.453,0.54,1051,1035,0.64,,0.452,0.997,0,0,100,0,11.932318,40.765155,217.7,387.1,529.5,750.3,1160.4,2.083478,0.145637,11.752111,85.47897,0,180,59.872
12007,234274,Dee,Mar Lodge,309800,789500,NO097888,289,12,SEPA-NE,01/01/1982,,331.9,VA,250,,9,NO,YES,YES,N,YES,YES,NO,1982,2014,100,12.28,0.643,225.6,2.217,5.368,8.261,25.68,0.44,1335,1491,0.69,,0.4,0.989,0,0,98.040093,0,16.871884,28.250586,331.9,477.8,647.7,937.3,1308.9,2.08462,0,5.164439,92.130019,0,235.2,180.223
12008,234237,Feugh,Heugh Head,368700,792800,NO687039,229,12,SEPA-NE,01/01/1985,,69,VA,400,,6.6,NO,YES,YES,PN,YES,YES,NO,1985,2014,100,5.943,0.426,156.4,0.92,2.178,3.408,12.19,0.45,1130,1186,0.54,,0.427,0.998,0,0,99.289129,5.358871,30.448517,60.556584,69,125.4,335,524.8,776.7,14.2161,4.504267,11.194623,69.61258,0,146.5,141.628
12009,234183,Water of Dye,Charr,362400,783500,NO624118,41.7,12,SEPA-NE,01/01/1990,,239,FL,30,,8.2,NO,YES,NO,P,NO,NO,NO,1957,2014,75.21,1.285,0.094,32,0.194,0.42,0.634,2.819,0.38,1278,1263,0.54,,0.28,1,0,0,100,0,63.407149,33.161103,239,320.9,416.5,524.9,774.6,0.017866,0,4.323486,95.599044,0,145,
13001,234241,Bervie,Inverbervie,382600,773400,NO826487,123,13,SEPA-NE,01/01/1979,,70,VA,50,,15.1,YES,YES,YES,N,YES,YES,NO,1979,2014,100,2.167,0.242,51.12,0.376,0.862,1.345,4.497,0.56,890,929,0.45,,0.554,0.998,0,69.97483,30.025171,12.854353,4.66597,81.991208,70,67.3,122.1,284.5,463.4,15.2627,54.75419,21.545361,6.435292,0.002,85.3,35.577
13002,14928,Luther Water,Luther Bridge,365900,767000,NO658936,138,13,SEPA-NE,01/01/1982,,24.5,VA,,,13,NO,YES,NO,N,NO,NO,NO,1982,2014,96.95,2.326,0.267,51.91,0.421,0.981,1.506,4.716,0.58,906,918,0.54,,0.55,0.992,0,78.765361,21.234639,5.675475,5.223426,81.968123,24.5,51.8,106.7,328,519.9,15.60309,49.88265,17.24624,15.66316,0.004,96,
13003,,South Esk,Stannochy Bridge,358400,759200,NO583645,487,13,SEPA-NE,01/01/1977,31/12/1982,29,VA,,,,NO,YES,NO,,NO,NO,NO,1979,1982,100,13.308,1.341,214.8,2.253,5.928,9.872,26.71,0.53,1093,1135,0.46,,0.54,0.992,0,31.880386,68.119614,9.132648,4.640879,53.380491,29,76.7,309.4,709.2,1006.2,10.1477,21.02619,24.37395,43.980425,0.001,165,
13004,14915,Prosen Water,Prosen Bridge,339600,758500,NO395745,104,13,SEPA-NE,01/01/1984,,109.3,VA,,,13.1,NO,YES,NO,N,NO,NO,NO,1985,2014,100,3.3,0.426,54.79,0.686,1.479,2.207,6.746,0.55,1182,1238,0.66,,0.47,0.998,0,0.519228,99.480772,1.939011,0.811607,46.99423,109.3,247.1,412.1,643.3,946.1,15.06856,2.304119,18.856132,63.7107,0,210,
13005,14923,Lunan Water,Kirkton Mill,365500,749400,NO654664,124,13,SEPA-NE,01/01/1981,,8.6,VA,,,12.9,NO,YES,NO,I,NO,NO,NO,1981,2014,100,1.715,0.071,30,0.197,0.542,0.939,3.845,0.52,771,810,0.36,,0.6,0.943,0,70.463316,29.536684,16.587337,0,80.675852,8.6,46,96.3,150,250,9.39415,68.53042,17.576259,1.708556,0.005,44,
13007,14927,North Esk,Logie Mill,369900,764000,NO699406,732,13,SEPA-NE,01/01/1976,,10.6,CC,,,10,NO,YES,NO,SPI,NO,NO,NO,1976,2014,100,19.396,2.027,377,3.263,7.691,12.19,39.84,0.5,1074,1098,0.55,,0.52,0.986,0,38.438978,61.561022,9.670178,16.828308,62.079616,10.6,58.3,269.4,648.5,928.8,6.22479,24.66325,17.98397,50.27429,0.002,142,
13008,14917,South Esk,Brechin,360000,759700,NO599625,488,13,SEPA-NE,01/01/1983,,18,VA,,,9.4,NO,YES,NO,I,NO,NO,NO,1983,2014,100,12.723,1.212,148.8,2.301,5.654,8.727,26.62,0.54,1089,1129,0.46,,0.54,0.992,0,32.757462,67.242538,9.498711,4.581126,53.497091,18,74.2,305.2,706.7,1006.2,10.28559,21.42323,24.25055,43.455053,0.001,163,
13009,14925,West Water,Dalhouse Bridge,359200,768100,NO591526,127.2,13,SEPA-NE,01/01/1985,,49.2,VA,,,12.3,NO,YES,NO,N,NO,NO,NO,1985,2014,99.71,3.996,0.516,94,0.815,1.717,2.543,8.259,0.52,1180,1137,0.55,,0.5,1,0,12.365975,87.634025,2.28411,18.809961,64.575458,49.2,162,375.4,655.8,891.9,3.41119,5.25024,23.44396,67.84594,0,197,
13010,14922,Brothock Water,Arbroath,364000,741900,NO639544,50,13,SEPA-NE,01/01/1989,,8,VA,,,,NO,YES,NO,I,NO,NO,NO,1989,2014,100,0.58,0.048,12.17,0.089,0.188,0.294,1.231,0.48,708,731,0.36,,0.57,0.994,0,95.101646,4.898354,19.072756,0,80.927244,8,30.8,54.6,108.5,182.4,10.6538,64.10905,18.021712,2.86811,0.017,34,
13012,14916,South Esk,Gella Bridge,337300,765300,NO372786,130,13,SEPA-NE,01/01/1991,,232,VA,,,13.9,NO,YES,NO,N,NO,NO,NO,1991,2014,100,5.436,0.521,81.83,0.955,2.302,3.454,11.78,0.46,1350,1450,0.68,,0.51,0.987,0,0,100,0,14.85778,44.071454,232,250.4,559.4,835.7,1006.2,8.255669,0.641087,19.25175,71.336663,0,247,
13017,14921,Colliston Burn,Colliston,360900,746600,NO609464,8.4,13,SEPA-NE,01/10/1993,,39,VA,,,,NO,YES,NO,,NO,NO,NO,1994,2014,95.18,0.136,0.001,3.912,0.007,0.024,0.049,0.337,0.33,750,783,0.36,,0.55,0.996,0,99.999998,0,9.008801,0,90.991199,39,54.9,89.9,137.7,182.4,3.18357,82.95153,11.12764,2.558761,0,36,
14001,14929,Eden,Kemback,341500,715800,NO414521,307.4,14,SEPA-NE,01/01/1967,,6.2,VA,47,,8.4,NO,YES,YES,SGEI,YES,YES,NO,1967,2014,100,4.056,0.575,68.85,0.984,1.83,2.769,8.219,0.63,799,830,0.4,,0.609,0.992,55.32206,0,44.67794,20.348373,0,55.252196,6.2,41.3,99.7,189.1,520.4,12.04085,52.2067,28.986606,1.848764,0.011,72.7,40.417
14002,14919,Dighty Water,Balmossie Mill,347600,732500,NO476443,126.9,14,SEPA-NE,01/01/1969,,16.1,VA,55,,13.3,NO,YES,NO,SI,NO,NO,NO,1969,2014,97.77,1.62,0.102,27.45,0.246,0.599,1.02,3.532,0.6,798,836,0.4,,0.57,0.98,0,81.110112,18.889887,7.428831,0,78.95861,16.1,65.3,138.3,232.9,454,7.48323,46.26619,27.818915,3.13566,0.066,62,
14005,14930,Motray Water,St Michaels,344000,722400,NO440332,60,14,SEPA-NE,01/01/1983,,19,VA,,,18.7,NO,YES,NO,I,NO,NO,NO,1984,2014,100,0.575,0.039,12.78,0.096,0.212,0.35,1.217,0.58,723,748,0.41,,0.63,0.997,0,26.266075,73.733925,25.83831,0,40.730684,19,24.4,77.6,138.7,278.8,8.967,58.5212,29.927121,0.46721,0.001,91,
14006,,Monikie Burn,Panbride,357400,736100,NO574003,16,14,SEPA-NE,01/01/1987,09/02/1992,16,VA,,,,NO,YES,NO,SI,NO,NO,NO,1987,1991,100,0.186,0.003,9.66,0.012,0.047,0.1,0.411,0.44,788,834,0.36,,0.56,0.88,0,88.67521,11.32479,0.510012,0,95.338206,16,55.9,144.9,204.8,252.8,19.92112,48.99954,23.703809,3.21308,0.007,40,
14007,14920,Craigmill Burn,Craigmill,357600,735800,NO576063,29,14,SEPA-NE,01/01/1987,13/05/2010,10.5,VA,,,55,NO,YES,NO,SI,NO,NO,NO,1987,2009,100,0.326,0.001,6.994,0.017,0.083,0.154,0.781,0.4,786,832,0.36,,0.57,0.882,0,88.264505,11.735495,4.739808,0,92.794762,10.5,54.8,146.7,197.5,252.8,24.31052,46.35731,22.593234,3.38248,0.004,38,
14009,14931,Eden,Strathmiglo,322500,710200,NO225081,26,14,SEPA-NE,01/01/1989,,47.8,VA,,,,NO,YES,NO,N,NO,NO,NO,1991,2014,100,0.504,0.036,13.67,0.1,0.209,0.321,0.992,0.56,931,968,0.45,,0.63,1,59.892135,0,40.107865,0,0,85.014642,47.8,83.8,146.8,215.5,435.1,6.66166,59.3964,26.963443,3.626818,0.004,79,
14010,14932,Motray Water,Kilmany,338700,721600,NO387102,33,14,SEPA-NE,01/01/1989,07/06/2010,22,VA,,,,NO,YES,NO,I,NO,NO,NO,1991,2009,100,0.309,0.002,8.191,0.024,0.087,0.168,0.735,0.55,738,768,0.45,,0.59,0.996,0,0.188692,99.811308,0.095884,0,53.267389,22,51,100.2,149.9,278.8,7.89495,59.8467,30.406276,0.359224,0.001,97,
15001,,Isla,Forter,318700,764700,NO187647,70.7,15,TRWS,01/01/1956,30/09/1968,285,FL,,100,,NO,YES,NO,,NO,NO,NO,1953,1968,59.99,2.705,0.311,25.4,0.742,1.3,1.872,5.188,0.57,1437,1470,0.68,5,0.43,1,0,0,100,0,10.867039,43.164057,285,403.4,636,884,1067.3,5.49297,0,23.691309,70.313539,0,246,
15002,,Newton Burn,Newton,323000,760500,NO230605,15.4,15,TRWS,01/10/1960,30/09/1968,256,TP,,21,,NO,YES,NO,,NO,NO,NO,1959,1968,99.06,0.486,0.099,5.678,0.139,0.229,0.32,1.022,0.58,1207,1240,0.68,5,0.46,1,0,0,100.000001,0,18.231577,43.960932,256,311.3,441.4,635.9,791.7,51.269,0.045052,13.095057,35.48583,0,199,
15003,14936,Tay,Caputh,308300,739600,NO082893,3210,15,SEPA-NE,01/01/1947,,35.6,VA,,,3.3,NO,YES,YES,SH,YES,YES,NO,1947,2014,100,141.016,8.066,1503,35.94,72.03,108,279.1,0.64,1610,1606,0.69,,0.437,0.806,0,0.411874,94.787732,0.791797,6.31465,50.152174,35.6,208,437.4,738.9,1210,16.27383,0.670329,22.430713,55.750499,0.001,186,839.283
15004,,Inzion,Loch of Lintrathen,328000,755900,NO280559,24.7,15,TRWS,01/01/1927,30/09/1968,199,TP,,10.5,,NO,YES,NO,,NO,NO,NO,1927,1968,51.3,0.555,0.063,6.286,0.13,0.266,0.399,1.11,0.64,1078,1096,0.53,,0.53,0.997,0,5.797395,94.202606,6.96391,0,36.578849,199,246.2,367.5,486.6,672.5,4.60486,2.215646,30.45749,62.56892,0,187,
15005,,Melgan,Loch of Lintrathen,327500,755800,NO275558,40.9,15,TRWS,01/01/1927,30/09/1968,212,TP,,15.8,,NO,YES,NO,S,NO,NO,NO,1927,1968,55.28,1,0.021,13.4,0.216,0.459,0.677,2.036,0.58,1117,1146,0.57,,0.48,0.812,0,5.997398,94.002601,4.562172,5.4183,42.338133,212,267.4,397.9,527.9,674.9,20.077679,1.086892,19.659595,54.89999,0,166,
15006,14937,Tay,Ballathie,314800,736700,NO147536,4587.1,15,SEPA-NE,01/01/1952,,26.2,VA,620,,1.8,YES,YES,YES,SPIH,YES,YES,NO,1952,2014,100,170.877,11.46,1965,43.54,85.89,132.2,339.6,0.65,1425,1443,0.58,,0.473,0.847,0,12.767745,83.031132,5.064948,4.996697,51.159492,26.2,118.7,394.6,714,1210,15.94051,7.22351,24.667365,48.090931,0.002,166.7,992.846
15007,14935,Tay,Pitnacree,292400,753400,NN924035,1149.4,15,SEPA-NE,01/01/1957,,60.7,VA,610,,4.4,NO,YES,YES,H,YES,YES,NO,1957,2014,100,58.632,3.569,601.6,12.84,30,44.46,118.7,0.63,1950,1889,0.7,,0.442,0.836,0,0,96.297592,0.445345,0.171374,55.234717,60.7,177.5,463.3,748.3,1210,13.84763,0.713618,31.025873,49.484622,0.001,230,354.832
15008,14943,Dean Water,Cookston,334000,748000,NO340484,177.1,15,SEPA-NE,01/01/1958,,45.1,VA,52,,11.8,NO,YES,YES,EI,YES,YES,NO,1958,2008,100,2.648,0.27,34.5,0.594,1.067,1.672,5.695,0.59,840,870,0.38,,0.622,0.973,0,94.985313,5.014687,27.564686,0,47.231585,45.1,59.1,128.2,245.1,450.8,10.24883,52.42456,24.164934,9.74778,0.015,59.2,26.832
15010,14944,Isla,Wester Cardean,329400,746600,NO294264,366.5,15,SEPA-NE,01/01/1972,,41.5,VA,57,,8.2,NO,YES,YES,PI,YES,YES,NO,1972,2014,97.66,7.952,0.835,121.4,1.589,3.323,5.104,16.91,0.53,1085,1120,0.51,,0.532,0.94,0,28.482895,70.996545,11.280152,4.585841,46.886483,41.5,130,336.1,647.4,1067.3,15.27593,12.964725,34.12017,35.991699,0.001,150.8,85.02
15011,14951,Lyon,Comrie Bridge,278500,748700,NN785294,391.1,15,SEPA-NE,01/01/1958,,92.1,VA,370,,5.4,NO,YES,NO,H,NO,NO,NO,1958,2014,100,12.534,1.702,365.7,3.101,5.212,7.464,27.72,0.45,2002,1950,0.7,,0.44,0.907,0,0,98.810715,0,0.506932,49.436905,92.1,282.2,561.4,802,1192.3,7.33284,0.429262,27.40003,60.098016,0,272,
15012,14963,Tummel,Pitlochry,294700,757400,NN947185,1670,15,SEPA-NE,01/01/1973,,74,VA,,,3.2,NO,YES,NO,H,NO,NO,NO,1973,2014,100,74.183,11.19,706.5,19.69,32.74,55.18,147.5,0.63,1489,1502,0.72,,0.42,0.758,0,0,93.302491,0.144557,12.050515,44.429303,74,270.8,452,754.8,1131.1,13.22534,0.242749,15.786092,65.22469,0.001,166,
15013,14954,Almond,Almondbank,306700,725800,NO067152,174.8,15,SEPA-NE,01/01/1955,,20.4,VA,195,,10.9,NO,YES,YES,PH,YES,YES,NO,1955,2014,99.9,5.377,0.142,169.3,0.748,1.964,3.23,11.53,0.44,1396,1463,0.61,,0.466,0.996,0,33.201431,66.798569,10.652934,0,44.865767,20.4,154.8,398.2,705.7,924.7,22.0568,3.753065,32.026572,41.1987,0.002,196.8,119.551
15014,14955,Ardle,Kindrogan,305600,763000,NO056196,103,15,SEPA-NE,01/04/1985,,248,VA,,,8.4,NO,YES,NO,N,NO,NO,NO,1985,2014,100,3.264,0.192,45.78,0.467,1.152,1.87,7.569,0.4,1143,1298,0.69,,0.43,0.989,0,0,94.124374,0.547423,0.044607,55.57995,248,341.5,501.5,682,1094.4,11.12454,0,24.161259,64.4062,0,183,
15015,14953,Almond,Newton Bridge,289200,731300,NN892283,84,15,SEPA-NE,01/01/1981,,210.7,VA,,,12.3,NO,YES,NO,I,NO,NO,NO,1986,2014,100,3.049,0.213,84.17,0.47,1.088,1.729,6.648,0.43,1647,1685,0.65,,0.4,1,0,0,100,0,0,37.558952,210.7,329.2,576.2,761.1,924.7,10.82304,0.065486,21.93181,67.0189,0,268,
15016,8295,Tay,Kenmore,278200,746700,NN782144,600.9,15,SEPA-NE,01/01/1974,,100.4,VA,34,,6.4,NO,YES,YES,H,YES,YES,NO,1974,2014,100,46.743,1.75,361.6,7.277,22.68,36.23,98.33,0.66,2131,2062,0.71,,0.423,0.76,0,0,93.662681,0,0,56.920478,100.4,160.5,449.6,727.1,1210,11.97408,0.099847,35.430122,46.51518,0.001,226.5,183.943
15017,,Braan,Ballinloan,297900,740600,NN979134,197,15,SEPA-NE,01/01/1975,31/12/1980,152.3,VA,158,,,NO,YES,NO,,NO,NO,NO,1975,1980,100,6.127,0.193,85.16,0.394,1.884,3.496,14.93,0.39,1347,1512,0.65,,0.43,0.924,0,0,100,0,0,59.69717,152.3,270.5,405.5,587.3,866.6,30.7112,0.21432,25.662569,41.92809,0,148,
15018,,Lyon,Moar,253400,744800,NN534448,161.4,15,NSHE,01/01/1953,01/01/1958,244,VA,,,,NO,YES,NO,,NO,NO,NO,1953,1958,100,10.148,0.198,157.7,0.85,2.407,4.616,25.51,0.23,2444,1484,0.79,,0.39,0.794,0,0,100,0,0.036199,49.041344,244,359.6,599.1,803.4,1079.2,0.861009,0,31.838637,58.62329,0,274,
15021,14945,Lunan Burn,Mill Bank,318100,740000,NO180954,94,15,SEPA-NE,01/01/1983,,35,VA,,,14,NO,YES,NO,IN,NO,NO,NO,1984,2014,96.44,1.559,0.046,25.35,0.16,0.642,1.123,3.426,0.65,877,910,0.46,,0.59,0.753,0,42.982163,57.017837,20.57515,0,38.94778,35,52.7,140.2,362.2,557.9,23.83156,18.07284,34.070797,18.70803,0.002,100,
15023,8402,Braan,Hermitage,301300,742200,NO013204,210,15,SEPA-NE,01/01/1982,,52.6,VA,,,12.9,NO,YES,NO,N,NO,NO,NO,1983,2014,100,7.025,0.178,119.9,0.584,2.23,3.998,16.27,0.43,1328,1488,0.65,,0.44,0.929,0,0,100,0.683978,0,59.908863,52.6,261.3,396,582.5,866.6,32.2474,0.3227,25.781566,40.25316,0,147,
15024,14933,Dochart,Killin,256400,732000,NN564013,239,15,SEPA-NE,01/01/1983,,129.8,VA,,,9.8,NO,YES,NO,I,NO,NO,NO,1982,2014,100,15.916,0.282,244.8,1.337,3.99,7.879,40.57,0.27,2521,2402,0.79,,0.4,0.932,0,0,91.692024,0,0,54.070518,129.8,189.4,439.2,700.9,1170.3,14.72362,0.019348,40.475539,43.22185,0,233,
15025,14956,Ericht,Craighall,317400,747200,NO174054,432,15,SEPA-NE,01/01/1984,,76.2,VA,,,9.1,NO,YES,NO,N,NO,NO,NO,1985,2014,100,12.989,0.962,175,2.007,5.193,8.335,28.5,0.48,1130,1242,0.55,,0.49,0.989,0,2.570477,89.046512,5.031591,1.91282,58.414389,76.2,250.2,422.6,704.5,1094.4,16.09269,1.010009,31.545775,50.799469,0,173,
15027,14939,Garry Burn,Loakmill,307500,733900,NO074803,20,15,SEPA-NE,04/03/1986,,55,VA,,,35.3,NO,YES,NO,I,NO,NO,NO,1987,2011,100,0.419,0.011,12.27,0.034,0.123,0.232,0.981,0.45,946,1054,0.46,,0.57,0.999,0,78.439602,21.560399,21.695034,0,47.955784,55,80.4,121.8,314,400.3,18.98328,28.20917,37.578858,11.09758,0.012,111,
15028,14940,Ordie Burn,Luncarty,309100,731200,NO090503,54,15,SEPA-NE,13/05/1985,,25,VA,,,10.7,NO,YES,NO,I,NO,NO,NO,1986,2014,93.05,1.181,0.008,37.36,0.091,0.36,0.645,2.703,0.44,933,1030,0.46,,0.59,0.991,0,85.060688,14.939311,17.429358,0,57.666627,25,58.9,112,299.3,450.3,19.81847,33.94718,33.078792,10.03141,0.005,90,
15029,,Alyth Burn,Pitcrocknie,325700,748500,NO257194,32,15,SEPA-NE,01/04/1991,31/10/1995,84.4,VA,,,,NO,YES,NO,I,NO,NO,NO,1991,1994,100,0.425,0.014,5.785,0.042,0.149,0.267,0.981,0.46,920,963,0.46,,0.59,1,0,50.486955,49.513045,0.002284,5.086717,50.758909,84.4,130.7,241,377.3,461.8,15.30113,15.50826,47.13775,18.913109,0.01,90,
15030,14946,Dean Water,Dean Bridge,329300,745800,NO293004,230,15,SEPA-NE,01/01/1989,,39,VA,,,,NO,YES,NO,,NO,NO,NO,1990,2014,100,3.722,0.379,57.4,0.695,1.471,2.203,8.318,0.58,823,849,0.41,,0.63,0.97,0,89.022041,10.977959,28.750502,0,50.364894,39,55.2,112.5,242.7,450.8,10.08375,54.67495,24.043013,8.06629,0.01,61,
15032,,Ordie Burn,Jackstone,307000,733700,NO069733,20,15,SEPA-NE,01/04/1990,31/12/1996,50,VA,,,,NO,YES,NO,I,NO,NO,NO,1990,1996,100,0.459,0.003,19.63,0.018,0.087,0.223,1.094,0.38,993,1114,0.47,,0.58,0.977,0,82.018796,17.981203,6.299548,0,57.576365,50,82.4,156.1,333.2,450.3,20.56249,31.10546,33.430801,13.67178,0,98,
15034,14958,Garry,Killiecrankie,290100,763500,NN900806,745,15,SEPA-NE,01/01/1991,,135,VA,,,8.2,NO,YES,NO,,NO,NO,NO,1991,2014,100,16.883,1.982,397,3.149,5.963,9.061,35.84,0.41,1362,1460,0.72,,0.43,0.953,0,0,91.580126,0,19.344106,26.349783,135,327.4,537.4,799.9,1120.3,6.53805,0.16927,12.502134,78.67743,0,180,
15035,14961,Tummel,Kinloch Rannoch,266400,758700,NN664055,647,15,SEPA-NE,01/04/1990,01/01/2007,208,VA,,,,NO,YES,NO,SRH,NO,NO,NO,1991,2006,99.98,43.767,2.654,285.3,9.467,21.68,32.99,84.57,0.56,1773,1703,0.77,,0.37,0.652,0,0,100,0,8.792813,64.074358,208,281.4,395.3,678.1,1131.1,14.66832,0.195021,18.898423,56.38377,0,140,
15038,14962,Gaur,Bridge of Gaur,249700,757000,NN496865,247,15,SEPA-NE,01/04/1991,01/01/2007,204.7,VA,,,,NO,YES,NO,S,NO,NO,NO,1992,2007,100,14.498,0.312,256.7,1.246,3.072,8.068,31.7,0.33,2021,1980,0.8,,0.33,0.721,0,0,100,0,5.198513,70.985222,204.7,289,347.9,619.3,1106.4,12.38023,0.056941,30.109972,50.485016,0,116,
